1,1,109,20.161
1,2,107,19.584
1,3,108,19.513
1,4,110,19.38
1,5,107,19.761
1,6,106,19.812
1,7,116,20.013
1,8,118,20.869
1,9,128,22.674
1,10,135,23.364
1,11,131,23.563
1,12,141,24.136
1,13,147,25.404
1,14,149,25.893
1,15,146,25.331
1,16,147,25.305
1,17,148,25.582
1,18,149,26.55
1,19,160,27.59
1,20,162,28.386
1,21,168,28.967
1,22,165,28.634
1,23,176,30.136
1,24,189,31.667
1,25,176,31.383
1,26,182,32.167
1,27,179,32.187
2,1,115,21.351
2,2,112,20.467
2,3,116,20.528
2,4,115,20.643
2,5,115,20.75
2,6,118,21.275
2,7,125,22.313
2,8,124,22.635
2,9,131,23.195
2,10,128,22.458
2,11,127,23.486
2,12,135,24.77
2,13,139,24.637
2,14,135,24.941
2,15,142,25.166
2,16,142,25.751
2,17,145,25.388
2,18,157,27.508
2,19,169,28.968
2,20,166,28.861
2,21,174,30.371
2,22,172,29.556
2,23,168,28.896
2,24,168,29.334
2,25,172,30.459
2,26,170,30.866
2,27,184,32.059
3,1,108,20.151
3,2,110,19.959
3,3,106,19.157
3,4,109,19.883
3,5,116,21.134
3,6,115,20.442
3,7,120,21.51
3,8,123,22.253
3,9,131,23.743
3,10,131,22.484
3,11,133,23.755
3,12,139,24.364
3,13,139,24.51
3,14,130,23.877
3,15,126,23.758
3,16,132,23.951
3,17,138,24.79
3,18,138,25.044
3,19,148,27.212
3,20,147,26.654
3,21,143,26.055
3,22,150,26.964
3,23,165,28.5
3,24,156,28.932
3,25,156,28.863
3,26,163,29.916
3,27,160,29.974
4,1,117,22.594
4,2,121,22.146
4,3,126,23.137
4,4,122,22.771
4,5,121,22.817
4,6,127,23.607
4,7,129,23.75
4,8,137,24.165
4,9,143,25.29
4,10,142,26.189
4,11,153,27.419
4,12,153,27.695
4,13,163,28.598
4,14,165,29.86
4,15,171,30.936
4,16,172,31.712
4,17,174,32.387
4,18,182,32.924
4,19,185,33.276
4,20,190,32.892
4,21,195,32.98
4,22,199,33.941
4,23,193,33.315
4,24,197,34.538
4,25,193,35.261
4,26,202,36.531
4,27,219,37.762
5,1,114,19.874
5,2,122,20.709
5,3,108,19.71
5,4,109,19.127
5,5,111,19.181
5,6,105,18.329
5,7,118,19.911
5,8,123,21.298
5,9,125,21.859
5,10,132,22.31
5,11,138,23.556
5,12,141,24.058
5,13,141,24.568
5,14,147,25.073
5,15,151,24.903
5,16,145,23.826
5,17,147,25.369
5,18,147,25.758
5,19,151,26.326
5,20,152,25.233
5,21,159,25.376
5,22,159,26.281
5,23,162,26.205
5,24,170,28.911
5,25,173,28.069
5,26,175,28.315
5,27,178,29.638
6,1,86,14.822
6,2,93,15.638
6,3,90,14.815
6,4,92,15.857
6,5,95,16.739
6,6,97,16.802
6,7,88,15.648
6,8,99,17.008
6,9,110,18.734
6,10,109,18.238
6,11,114,19.166
6,12,119,19.598
6,13,125,20.626
6,14,127,20.665
6,15,128,20.601
6,16,135,21.769
6,17,137,22.489
6,18,143,23.45
6,19,138,22.959
6,20,132,22.251
6,21,140,22.983
6,22,146,23.921
6,23,135,23.624
6,24,142,24.135
6,25,152,24.935
6,26,154,25.756
6,27,160,26.761
7,1,107,16.9
7,2,104,16.453
7,3,104,16.638
7,4,103,17.06
7,5,112,18.638
7,6,131,20.411
7,7,120,20.165
7,8,125,20.075
7,9,127,21.6
7,10,133,22.666
7,11,136,22.043
7,12,132,20.76
7,13,140,22.256
7,14,138,22.711
7,15,149,24.614
7,16,151,23.794
7,17,154,24.589
7,18,163,25.971
7,19,173,26.785
7,20,170,26.858
7,21,161,26.549
7,22,167,26.036
7,23,174,27.098
7,24,180,28.774
7,25,167,27.75
7,26,172,28.179
7,27,183,29.854
8,1,95,15.693
8,2,103,16.388
8,3,103,16.327
8,4,102,16.684
8,5,103,16.587
8,6,102,16.307
8,7,106,16.967
8,8,105,17.578
8,9,116,18.18
8,10,112,18.283
8,11,112,18.676
8,12,115,18.571
8,13,121,19.174
8,14,128,19.974
8,15,128,19.963
8,16,136,20.317
8,17,129,20.453
8,18,137,20.881
8,19,147,22.958
8,20,155,24.414
8,21,158,25.036
8,22,154,24.745
8,23,156,24.832
8,24,164,26.78
8,25,167,26.353
8,26,166,26.523
8,27,175,27.406
9,1,125,20.963
9,2,126,21.218
9,3,128,21.991
9,4,137,23.489
9,5,136,23.655
9,6,149,25.689
9,7,153,26.273
9,8,158,26.838
9,9,158,26.651
9,10,145,26.017
9,11,163,27.435
9,12,174,29.32
9,13,179,29.717
9,14,184,30.592
9,15,195,31.496
9,16,203,32.926
9,17,210,33.692
9,18,212,34.421
9,19,214,33.949
9,20,218,35.315
9,21,216,35.222
9,22,225,35.687
9,23,230,36.443
9,24,221,36.137
9,25,231,37.452
9,26,245,39.521
9,27,248,40.534
10,1,149,23.058
10,2,64,8.1728
10,3,67,8.6425
10,4,161,24.706
10,5,174,25.846
10,6,168,25.936
10,7,164,26.747
10,8,171,26.163
10,9,183,27.06
10,10,184,28.633
10,11,194,29.385
10,12,200,30.242
10,13,197,29.81
10,14,203,31.024
10,15,216,32.132
10,16,209,31.771
10,17,206,33.084
10,18,223,34.444
10,19,216,33.798
10,20,231,34.707
10,21,222,34.802
10,22,219,34.435
10,23,227,34.616
10,24,216,32.467
10,25,211,31.639
10,26,241,34.025
10,27,234,34.822
11,1,34,6.0107
11,2,34,6.5143
11,3,31,5.7739
11,4,27,5.2966
11,5,31,6.0414
11,6,34,6.3396
11,7,34,6.5212
11,8,34,6.4693
11,9,38,6.9137
11,10,38,7.0503
11,11,38,7.3092
11,12,40,7.6052
11,13,42,7.6127
11,14,46,8.1851
11,15,51,8.9924
11,16,59,10.177
11,17,61,10.742
11,18,68,11.634
11,19,71,12.069
11,20,65,11.942
11,21,76,12.96
11,22,74,12.96
11,23,71,12.948
11,24,74,13.376
11,25,75,13.589
11,26,76,13.877
11,27,83,14.995
12,1,185,31.158
12,2,188,31.946
12,3,199,34.069
12,4,202,34.664
12,5,203,35.117
12,6,208,35.716
12,7,216,37.3
12,8,226,38.568
12,9,225,37.523
12,10,247,39.624
12,11,250,39.93
12,12,245,40.439
12,13,264,41.755
12,14,260,42.609
12,15,262,43.863
12,16,262,43.389
12,17,277,44.744
12,18,291,46.02
12,19,284,46.333
12,20,292,47.774
12,21,289,47.202
12,22,286,47.045
12,23,296,48.946
12,24,297,49.074
12,25,310,50.552
12,26,312,50.189
12,27,324,52.228
13,1,149,25.463
13,2,160,27.321
13,3,156,27.795
13,4,170,29.288
13,5,177,30.546
13,6,179,31.405
13,7,189,32.715
13,8,180,31.494
13,9,193,32.284
13,10,201,34.3
13,11,204,34.563
13,12,209,35.165
13,13,218,36.331
13,14,235,38.732
13,15,245,39.995
13,16,245,41.925
13,17,256,42.37
13,18,261,43.173
13,19,262,43.708
13,20,261,43.913
13,21,273,44.834
13,22,283,46.097
13,23,297,48.423
13,24,300,48.487
13,25,304,49.904
13,26,307,50.467
13,27,316,50.825
14,1,161,29.033
14,2,158,28.605
14,3,165,28.896
14,4,172,30.099
14,5,187,32.691
14,6,190,33.368
14,7,196,34.666
14,8,216,36.816
14,9,221,38.298
14,10,220,38.126
14,11,233,40.006
14,12,235,40.194
14,13,234,39.117
14,14,248,42.363
14,15,259,42.979
14,16,261,43.554
14,17,261,43.701
14,18,282,45.977
14,19,279,46.726
14,20,295,48.213
14,21,296,49.305
14,22,297,49.547
14,23,305,49.831
14,24,307,50.041
14,25,313,51.183
14,26,335,54.121
14,27,333,55.745
15,1,172,30.096
15,2,172,30.224
15,3,171,31.097
15,4,173,31.716
15,5,183,32.68
15,6,183,33.123
15,7,184,33.75
15,8,195,33.453
15,9,198,34.349
15,10,207,36.144
15,11,216,38.037
15,12,225,38.944
15,13,240,41.283
15,14,259,44.783
15,15,271,46.609
15,16,271,48.094
15,17,278,47.667
15,18,282,47.641
15,19,287,48.677
15,20,296,50.883
15,21,294,51.759
15,22,301,51.232
15,23,310,52.597
15,24,324,53.894
15,25,315,55.077
15,26,308,53.451
15,27,332,55.637
16,1,224,40.361
16,2,230,42.348
16,3,232,42.513
16,4,247,44.919
16,5,249,45.049
16,6,253,45.608
16,7,256,46.327
16,8,272,47.599
16,9,283,48.79
16,10,287,50.097
16,11,288,49.759
16,12,295,51.281
16,13,303,51.523
16,14,301,52.557
16,15,305,52.728
16,16,313,55.382
16,17,305,52.915
16,18,315,53.299
16,19,318,54.464
16,20,329,56.059
16,21,340,58.014
16,22,346,58.32
16,23,340,59.407
16,24,349,60.064
16,25,347,59.332
16,26,350,60.385
16,27,350,59.44
17,1,168,30.945
17,2,181,32.28
17,3,191,33.815
17,4,199,34.986
17,5,202,35.705
17,6,205,36.441
17,7,202,36.164
17,8,211,36.653
17,9,218,38.368
17,10,234,41.477
17,11,246,43.144
17,12,249,44.242
17,13,255,43.63
17,14,247,43.243
17,15,261,46.129
17,16,263,46.981
17,17,274,47.653
17,18,283,48.904
17,19,286,48.824
17,20,290,49.294
17,21,281,50.748
17,22,292,50.533
17,23,303,51.555
17,24,301,51.272
17,25,298,51.531
17,26,313,53.498
17,27,320,54.162
18,1,172,31.075
18,2,175,31.328
18,3,175,31.142
18,4,189,32.723
18,5,192,33.249
18,6,192,33.821
18,7,195,33.619
18,8,188,33.496
18,9,196,34.351
18,10,198,34.995
18,11,193,34.483
18,12,201,35.477
18,13,218,37.075
18,14,225,37.984
18,15,235,39.975
18,16,221,38.593
18,17,231,40.554
18,18,247,41.132
18,19,249,43.357
18,20,251,43.513
18,21,261,45.233
18,22,265,45.648
18,23,280,47.868
18,24,277,47.575
18,25,286,48.148
18,26,293,50.295
18,27,304,51.809
